gene_symbol	Brain - Substantia nigra
RP11-443B7.1	0.0446914
RP11-443B7.3	0.0289013
LINC01348	0.0450846
RP4-597N16.1	0.0
RP4-597N16.4	1.55075
TOMM20	80.3154
SNORA14B	0.288242
RBM34	2.87297
ARID4B	8.95464
MIR4753	0.0
RPL23AP23	0.0
GGPS1	10.3834
RP11-382D8.3	0.0
RP11-382D8.5	0.0945945
TBCE	11.2811
RPS21P1	0.0
B3GALNT2	1.04856
MTCYBP14	0.0
MTND6P14	0.0
MTND5P19	0.0
MTND4P10	0.0
MTND4LP21	0.0
MTND3P8	0.0
MTCO3P46	0.0
GNG4	6.9012
RP11-293G6__B.8	0.0
RP11-365D9.1	0.0
LYST	2.14524
LDHAP2	0.243975
LYST-AS1	0.0
MIR1537	0.0
RNU6-968P	0.0
RP5-940F7.2	0.0
RP4-580N22.2	0.44499
NID1	3.91712
Y_RNA	0.0
RP4-764D2.1	0.00922481
GPR137B	30.4242
ERO1B	3.96401
RNU2-70P	0.0
RP11-478H16.1	0.0
EDARADD	0.0776553
LGALS8	9.10899
LGALS8-AS1	0.112198
RP11-385F5.5	1.62716
RP11-385F5.4	1.65255
HEATR1	2.18335
ACTN2	14.9265
MTR	5.1004
RPSAP21	0.0
RPL35P1	0.512938
MT1HL1	0.0
RYR2	1.23768
RN7SKP195	0.0
MIR4428	0.0
SNORA25	0.0
RP11-193H5.1	0.0
ZP4	0.0
RP11-193H5.9	0.0
RP11-193H5.8	0.0
RP11-193H5.7	0.0
MTRNR2L11	0.0139668
MTCYBP15	0.0
MTND6P15	0.0
MTND5P18	0.0
YWHAQP9	0.0
RP11-136B18.1	0.0
RP11-136B18.2	0.0
RNU6-725P	0.0
LINC01139	0.503991
RP11-177F15.1	0.0
KRT18P32	0.0
MIPEPP2	0.0
RP11-307O1.1	0.0
RP11-544D21.2	0.0
CHRM3	0.155416
CHRM3-AS2	0.0328267
CHRM3-AS1	0.0
RP11-35L17.3	0.0
RP11-438O11.1	0.0
RPS7P5	0.0
FMN2	7.49186
RP11-567G24.1	0.0398556
Y_RNA	0.0
ADH5P3	0.0197331
RP11-567G24.3	0.0
Y_RNA	0.0
RP11-177F11.1	0.0
GREM2	0.625547
RP11-467I20.2	0.0
RP11-467I20.4	0.0
RP11-467I20.6	0.0
RP11-467I20.3	0.0
RNU5F-8P	0.0
RP11-467I20.5	0.0
Y_RNA	0.0
RP11-80B9.4	0.0
RP11-80B9.1	0.037063
THAP12P8	0.0
RGS7	6.89469
RFKP1	0.0
HNRNPA1P42	0.0
RP11-435F13.2	0.0
MIR3123	0.0
RP11-306K13.1	0.0
RP11-527D7.1	3.65809
FH	34.6444
KMO	0.0654254
OPN3	0.717152
CHML	1.39956
WDR64	0.00944552
RP11-553N16.1	0.0
EXO1	0.0536912
RPL23AP20	0.0
BECN2	0.0
CFL1P4	0.0
MAP1LC3C	0.164202
TUBB8P6	0.0
FAM166AP1	0.0
PLD5	1.63314
RP11-561I11.4	0.460325
RN7SKP12	0.0
RP11-561I11.3	0.917456
RP11-513D4.3	0.0
RPL10AP5	0.0
RP11-513D4.1	0.0
RP11-435I3.1	0.0
RSL24D1P4	0.0
RP11-498M14.1	0.0
RP11-498M14.2	0.0
RP11-331N16.1	0.0
RP11-261C10.1	0.0
LINC01347	0.0
SEPT14P21	0.0
RP11-261C10.8	0.0
RP11-261C10.7	0.113057
LINC01347	0.15171
RNU6-747P	0.0
CEP170	9.41359
RP11-261C10.5	0.583872
RP11-261C10.4	0.0
SDCCAG8	6.45075
FCF1P7	0.0565578
MIR4677	0.0
AKT3	12.0314
RP11-269F20.1	0.152504
FABP7P1	0.0
RP11-370K11.1	0.0
AKT3-IT1	0.0
RP11-278H7.1	0.218866
ZBTB18	14.3919
RP11-278H7.5	0.0
RP11-278H7.4	0.0
RN7SL148P	0.0
RP11-278H7.3	0.0
C1ORF100	0.137487
RP11-518L10.5	0.0
TGIF2P1	0.0
ADSS	15.434
C1ORF101	0.608907
CYCSP5	0.0
DESI2	4.40855
RP11-173A6.2	0.136745
RP11-173A6.4	0.0763146
RP11-173A6.3	0.0746555
COX20	9.61972
HNRNPU	35.9694
RP11-11N7.4	0.277383
RN7SKP55	0.0
RNU6-947P	0.0
RP11-156E8.1	0.944433
EFCAB2	4.42271
RNU6-1089P	0.0
RNU6-999P	0.0
RNU1-132P	0.0
KIF26B	2.64664
RP11-62I21.1	0.0
DNAJC19P8	0.0
RP11-522M21.2	0.0
RP11-522M21.3	0.0
SMYD3	3.39233
RP11-83A16.1	0.0
RP11-36N20.1	0.0
CHCHD4P5	0.0
RNU6-1283P	0.0
SMYD3-IT1	0.0
Y_RNA	0.0
RP11-690C23.4	0.0
LINC01743	0.0
RP11-690C23.5	0.0
RP11-690C23.3	0.0
TFB2M	3.46535
CNST	5.81686
RP11-1086F11.1	0.0
RP11-452J6.2	0.0
RP11-439E19.9	0.164243
RP11-439E19.7	0.0
SCCPDH	50.0375
RP11-439E19.6	0.0
KIF28P	0.0736239
RP11-439E19.10	1.94732
LINC01341	0.965178
RP11-397A15.4	0.0
SNORA25	0.0
AHCTF1	4.09407
ZNF695	0.0354472
RP11-551G24.3	0.0
ZNF670	1.01099
RP11-551G24.2	0.0
RP11-107G24.3	0.0
ZNF669	1.00018
C1ORF229	1.02271
FGFR3P6	0.0
ZNF124	0.735133
RP11-488L18.6	0.253148
RP11-488L18.3	0.175753
RP11-488L18.10	6.35388
RP11-488L18.4	6.31339
RNA5SP82	0.0
RP11-488L18.8	0.0
RP11-488L18.1	0.0169196
VN1R17P	0.0
VN1R5	0.0
Y_RNA	0.0
ZNF496	3.24089
NLRP3	1.47193
OR2B11	0.0
OR2W5	0.0
GCSAML	0.0540858
GCSAML-AS1	0.113883
OR2C3	0.0
RP11-978I15.10	0.0
OR2G2	0.0
OR2G3	0.0
U6	0.0
OR14L1P	0.0
RP11-634B7.4	0.0150753
OR3D1P	0.0
OR13G1	0.0
RP11-634B7.5	0.0
OR6F1	0.0
OR14A2	0.0
OR14K1	0.0
OR1C1	0.0
OR9H1P	0.0
OR14A16	0.0
HSD17B7P1	0.0
OR6R1P	0.0
OR11L1	0.0
TRIM58	0.526982
OR2W3	0.790203
OR2T8	0.0898111
OR2AJ1	0.0
CLK3P2	0.257292
OR2X1P	0.0
OR2L8	0.0
OR2AK2	0.0
OR2L9P	0.0
OR2L1P	0.0424522
Y_RNA	0.0
OR2L6P	0.0
OR2L5	0.0
Y_RNA	0.0
OR2L2	0.316911
Y_RNA	0.0
OR2L3	0.0556257
OR2T32P	0.0394202
OR2L13	2.64202
OR2M1P	0.0
OR2M5	0.0
OR2M2	0.0
OR2M3	0.0
OR2M4	0.0
OR2T33	0.0
OR2T12	0.0
OR2M7	0.0
OR14C36	0.0
OR2T4	0.0251894
OR2T6	0.0
OR2T1	0.0
OR2T7	0.0
OR2T2	0.0
OR2T3	0.0
RP11-407H12.8	0.0
OR2T5	0.0
OR2AS2P	0.0
OR2G6	0.0
RP11-438F14.3	0.0
OR2AS1P	0.0
OR2T29	0.0
OR2T34	0.0
OR2T10	0.0
Y_RNA	0.0
RP11-438F14.10	0.0
OR2T11	0.0
OR2T35	0.0
OR2T27	0.0
OR14I1	0.0
XX-CR54.1	0.0
WI2-2118C23.2	0.0
LYPD8	0.102202
AL672296.1	0.0
SH3BP5L	7.13987
ZNF672	11.1237
ZNF692	21.2006
AL672294.1	0.0
PGBD2	1.36249
RNU6-1205P	0.0
RPL23AP25	0.509297
FAM110C	0.853177
AC079779.7	0.0
SH3YL1	5.76652
ACP1	26.3721
ALKAL2	0.955047
AC079779.4	0.0431367
AC079779.5	0.0
RP11-356M6.1	0.0
LINC01865	0.0281728
AC105393.1	0.0
AC105393.2	0.0
LINC01874	0.0
RP11-625N16.1	0.0
LINC01875	0.0
AC093326.3	0.0504839
TMEM18	7.54705
AC092159.2	0.0380092
RP11-455F15.1	0.0
AC092159.3	0.0
AC116609.1	0.0
LINC01115	0.0
AC116609.3	0.0
AC116609.2	0.0
LINC01115	0.0
LINC01939	0.0
AC113607.3	0.0
AC116614.1	0.455812
SNTG2	0.0832426
AC114808.3	0.0
AC114808.2	0.0
AC108462.1	0.0
TPO	0.0915665
AC144450.1	0.0
AC141930.3	0.0
AC141930.2	0.0
AC144450.2	0.0
PXDN	2.64109
MYT1L	2.22331
RP11-755H23.1	0.0486635
AC093390.1	0.0274141
MYT1L-AS1	0.0105219
AC018685.1	0.0
AC018685.2	0.0
AC011995.1	0.0
AC011995.3	0.0
LINC01250	0.0324532
AC019118.3	0.0
AC019118.4	0.0
TSSC1	6.90094
TSSC1-IT1	0.0740759
TRAPPC12	10.1033
TRAPPC12-AS1	1.14405
RP11-1293J14.1	0.571471
ADI1	18.8257
AC142528.1	0.27697
AC108488.4	1.73309
RNASEH1	5.59256
RNASEH1-AS1	11.897
RPS7	332.216
COLEC11	0.511156
AC010907.2	0.0
TMSB4XP2	0.718369
ALLC	0.0797933
GAPDHP48	0.0
AC010907.5	0.0
DCDC2C	0.0317176
LINC01304	0.0
AC012445.1	0.0
NPM1P48	0.0
LINC01249	0.0
SNORA31	0.0
RNU6-649P	0.0
AC073143.1	0.0
AC107057.1	0.0
LINC01248	0.0
AC108025.2	0.0
SOX11	0.913725
AC010729.1	0.0566885
AC010729.2	0.137675
LINC01810	0.0
LINC01105	14.561
MIR7158	0.0
AC017053.1	0.0
LINC01247	0.0
PIK3CDP1	0.0
LINC01824	0.0
MIR7515HG	0.0
LINC00487	0.246725
NRIR	0.593253
CMPK2	2.12714
RSAD2	2.23507
RP11-439M11.1	0.917086
RNF144A-AS1	1.41468
RNF144A	16.3242
AC019048.1	0.0471576
RN7SKP112	0.0
RP11-557L19.1	0.371827
AC010904.1	0.0
AC013460.1	0.119239
RNU6ATAC37P	0.0
AC092580.3	0.0
LINC01871	0.268136
AC092580.2	0.0
AC092580.1	0.0
AC007463.2	0.0
LINC00298	0.245145
LINC00299	0.436043
U91324.1	0.0
AC011747.3	0.0
LINC01814	0.0102056
AC011747.6	0.0
SNRPEP5	0.0
ID2-AS1	1.52018
ID2	39.9732
KIDINS220	15.2169
MBOAT2	17.4817
HMGB1P25	0.0
RPL30P3	0.0
RP11-734K21.2	0.0
RP11-734K21.5	0.0
RP11-734K21.3	0.0
RP11-734K21.4	0.0
ASAP2	3.40873
EIF1P7	0.0872059
ITGB1BP1	23.9961
CPSF3	7.23066
IAH1	15.8948
ADAM17	3.86599
RP11-400L8.2	0.455321
RP11-214N9.1	1.53093
YWHAQ	169.65
Y_RNA	0.0
RP11-521D12.1	0.911873
RP11-521D12.2	0.0251668
RNU4-73P	0.0
RP11-521D12.4	0.0
RP11-521D12.5	0.181617
TAF1B	2.32897
RP11-95D17.1	2.11723
GRHL1	0.730854
AC010969.1	0.0
RP11-254F7.1	0.0
RP11-254F7.2	2.95718
KLF11	2.00007
RP11-254F7.3	0.0
CYS1	3.00045
AC104794.4	0.0
SNORA26	0.0
RP11-254F7.4	0.0
RRM2	0.0508655
C2ORF48	0.0
SNORA2	0.0
MIR4261	0.0
RN7SL66P	0.0
SNORA51	0.0
HPCAL1	17.1832
ODC1	23.2137
SNORA80B	0.0
RP11-320M2.1	0.407205
AC007249.3	0.1887
NOL10	5.81781
AC092687.5	0.0
RN7SL832P	0.870538
AC092687.3	0.0
ATP6V1C2	0.779126
RNU7-138P	0.0
RP11-791G15.2	0.430713
PDIA6	16.2
RNU7-176P	0.0
AC092687.4	0.0
RP11-245G13.1	0.0
LINC01954	1.93275
KCNF1	4.31912
RP11-345J13.1	0.0
AC062028.1	0.0720842
C2ORF50	0.31481
PQLC3	6.88827
ROCK2	5.85807
RNU6-1081P	0.0
AC018463.4	0.0
AC018463.5	0.0
AC099344.2	0.0
AC099344.3	0.0
LINC00570	0.139423
E2F6	5.29693
GREB1	3.22373
RNA5SP84	0.0
MIR4429	0.0
RNU2-13P	0.0
RNA5SP85	0.0
RN7SL674P	0.0
NTSR2	86.2905
AC110754.3	0.0742336
RP11-494G9.1	0.0
LPIN1	17.8059
AC106875.1	0.0691457
AC012456.3	0.0
AC012456.4	0.173228
MIR548S	0.0
MIR4262	0.0
MIR3681HG	0.0213897
SNORD18	0.0
MIR3681	0.0
RNU6-843P	0.0
AC096559.2	0.0
RP11-333O1.1	0.0478528
TRIB2	14.881
MIR3125	0.0
AC064875.2	0.597135
AC092635.1	0.0
LINC00276	0.0
AC016730.1	0.0
RNU6-1288P	0.0
METAZOA_SRP	0.0
AC011897.2	0.0
FAM84A	2.14892
AC068286.1	0.0
NBAS	5.91769
RP11-32P22.1	0.0
AC008278.2	0.0
DDX1	35.7222
AC008278.3	0.0
LINC01804	0.0
AC113608.1	0.0
RNU5E-7P	0.0
RP11-120J4.1	0.0
SNOU13	0.0
MYCNUT	0.0
MYCNOS	0.429595
MYCN	2.59151
RN7SL104P	0.0
AC010145.4	0.0
GACAT3	0.269921
AC142119.1	0.0
WI2-2221J1.1	0.0
SNORA40	0.0
AC010745.1	0.0
AC010745.2	0.0
AC010745.3	0.0
AC010745.4	0.0
AC010880.1	0.0
AC104623.2	0.0
RP11-542H15.1	0.0280688
FAM49A	11.637
AC008069.1	0.0
AC008069.2	0.0
LINC01866	0.0
RN7SKP168	0.0
ZFYVE9P2	0.0
PSMC1P10	0.0
RAD51AP2	0.0497998
VSNL1	23.7591
SMC6	4.19247
GEN1	0.751714
MSGN1	0.0
KCNS3	4.7196
SNORA40	0.0
RP11-111J6.2	0.875114
RDH14	10.8067
NT5C1B	0.038345
RNU6-1215P	0.0
AC106053.1	0.0
LINC01376	0.234058
MIR4757	0.0
OSR1	0.200311
AC010096.1	0.0
LINC01808	0.0
AC019055.1	0.0
CISD1P1	0.0
LINC00954	0.0681842
TTC32	6.76254
RP11-79O8.1	0.272227
WDR35	3.5097
AC079145.4	0.381277
MATN3	5.5567
LAPTM4A	88.2743
RP11-644K8.1	0.136799
AC098828.2	0.0
AC098828.3	0.0
RN7SL140P	0.0
RNU6-961P	0.0
SDC1	3.37736
AC007041.2	0.0
RNU7-113P	0.0
PUM2	19.2247
SLC7A15P	0.0
RNA5SP86	0.0
RHOB	316.473
AC023137.2	0.900165
Y_RNA	0.0
AC012065.4	0.0
RP11-130L8.3	0.402059
HS1BP3	3.84474
RP11-130L8.2	1.01627
HS1BP3-IT1	0.109632
AC012065.5	0.0
GDF7	0.0693314
LDAH	3.20223
AC012361.1	0.0
RP11-116D2.1	0.0
APOB	0.0799162
AC010872.1	0.0
TDRD15	0.0
RP11-79J24.1	0.0
AC067959.1	0.127788
AC011752.1	0.0
NUTF2P8	0.0
AC009411.2	0.0
AC009411.1	0.0
LINC01822	0.0
RN7SL117P	0.0
LINC01830	0.0
AC068490.1	0.0
AC068044.1	0.0
AC099799.1	0.0
RNA5SP87	0.0
AC096570.2	0.0
LINC01884	0.0
RN7SKP27	0.0
AC016768.1	0.0
AC012506.1	0.0
AC012506.2	0.0
AC012506.3	0.0
AC012506.4	0.0
KLHL29	1.79004
AC011239.1	0.0
AC011239.2	0.586245
RP11-557N21.1	0.111499
ATAD2B	1.48134
PGAM1P6	0.0
AC066692.3	0.0
UBXN2A	3.96438
SDHCP3	0.0
RN7SL610P	0.0
MFSD2B	0.143602
WDCP	2.41992
RNU6-370P	0.0
FKBP1B	18.8949
SF3B6	56.6404
FAM228B	7.40191
TP53I3	2.29514
PFN4	0.736972
AC008073.7	0.159122
FAM228A	1.01102
AC008073.9	0.146924
ITSN2	4.72734
AC009228.1	1.57929
SCARNA21	0.0
HMGN2P20	0.0
RPL36AP13	0.0
NCOA1	15.8459
RNA5SP88	0.0
RNU6-936P	0.0
PTRHD1	11.9104
CENPO	3.86463
ADCY3	8.44626
RP11-443B20.1	0.565221
DNAJC27	5.63755
AC013267.1	0.0
SNORD14	0.0
DNAJC27-AS1	1.0787
Y_RNA	0.0
EFR3B	12.7465
RN7SL856P	0.0
SUCLA2P3	0.0
POMC	4.901
LINC01381	0.0
DNMT3A	4.42627
MIR1301	0.0
AC012074.2	0.707955
DTNB	15.8139
AC104699.1	0.0
Y_RNA	0.0
ASXL2	2.78699
TPM3P7	0.0
PTGES3P2	1.48281
AC010150.1	0.0441399
NDUFB4P4	0.0
KIF3C	25.2621
UQCRHP2	0.167322
TRMT112P6	0.12008
RAB10	53.5286
RNU6-942P	0.0
RP11-214J9.1	0.0
AC011742.3	0.0
SMARCE1P6	0.0719831
AC011742.5	0.0
PPIL1P1	0.0
GAREM2	14.6668
HADHA	71.7141
HADHB	98.5933
ADGRF3	0.142182
SELENOI	5.51466
DRC1	0.649408
OTOF	0.288039
C2ORF70	0.679016
CIB4	0.0
AC015977.6	0.0
AC015977.5	0.0
KCNK3	1.36285
SLC35F6	12.7514
CENPA	0.0638857
CDKN2AIPNLP2	0.0
DPYSL5	42.9735
AC013472.4	0.882332
MAPRE3	67.0491
AC013472.3	0.0167362
TMEM214	20.06
AGBL5	6.02429
AGBL5-AS1	0.0553851
RP11-503P10.1	3.21475
AGBL5-IT1	1.64449
RP11-195B17.1	2.12098
OST4	104.425
EMILIN1	5.09211
KHK	4.22904
CGREF1	5.71879
ABHD1	2.4054
PREB	26.9999
PRR30	0.0
TCF23	0.0103556
AC013403.13	0.0
SLC5A6	13.8888
ATRAID	42.8844
CAD	4.75199
SLC30A3	0.349318
DNAJC5G	0.0263358
TRIM54	0.206628
UCN	5.34435
MPV17	19.4163
GTF3C2	8.14214
GTF3C2-AS1	0.0670669
AC074117.10	2.0453
EIF2B4	19.6604
SNX17	44.1023
ZNF513	12.5062
PPM1G	29.8453
FTH1P3	0.419977
NRBP1	23.5362
KRTCAP3	1.00336
IFT172	8.38343
AC074117.13	0.0708082
RNU6-986P	0.0
FNDC4	39.2785
GCKR	0.424045
C2ORF16	0.165503
ZNF512	16.2178
CCDC121	3.57681
GPN1	14.2609
SNORA36	0.0
SUPT7L	19.8707
SLC4A1AP	14.9247
LINC01460	0.074198
MRPL33	37.3029
RBKS	2.04355
BRE	13.4673
RP11-674I16.1	0.0
MIR4263	0.0
RP11-674I16.2	0.0
UC_338	0.0
AC093690.1	0.347397
FLJ31356	0.0141286
FOSL2	7.79528
RP11-373D23.2	1.98222
RP11-373D23.3	0.247591
AC104695.4	0.0
PLB1	0.521284
SNRPGP7	0.0
AC074011.2	0.03785
RNA5SP89	0.0
AC097724.3	1.18048
PPP1CB	46.283
SPDYA	0.228671
RP11-713D19.1	0.395406
TRMT61B	6.14466
WDR43	5.46354
SNORD92	0.0
SNORD53	0.0
Y_RNA	0.0
SNORD53_SNORD92	0.0
TOGARAM2	1.32861
Y_RNA	0.0
C2ORF71	0.123214
AC105398.3	0.0
CLIP4	12.65
ALK	0.728824
RN7SL516P	0.0
AC106870.1	0.0
AC106870.2	0.0
AC016907.3	0.108291
AC016907.2	0.0
YPEL5	40.2074
SNORA64	0.0
AC104698.2	0.0
LBH	9.43245
LINC01936	0.0347912
RP11-182E7.1	0.0
LCLAT1	1.02679
RP11-523J2.1	0.0
CAPN13	0.669279
AC092569.2	0.0
GALNT14	0.66485
AC009305.1	0.0
CAPN14	0.0809616
RNA5SP90	0.0
EHD3	17.9362
AL121657.4	0.0
XDH	0.0
SRD5A2	0.0211814
AL133247.2	0.0
AL133247.3	0.0
LINC01946	0.0
KRT18P52	0.0
AK2P2	0.0
RP11-1057B6.1	0.0995856
MEMO1	1.54659
DPY30	33.8776
CTC-336P14.1	4.44707
SPAST	10.2054
RP11-563N4.1	0.49175
SLC30A6	3.01507
DDX50P1	0.101269
RNU6-647P	0.0
NLRC4	0.791089
YIPF4	5.94586
AL133245.2	0.0323143
BIRC6	5.72177
BIRC6-AS1	0.0
AL133243.1	1.68722
AL133243.2	0.465169
MIR558	0.0
AL133243.3	0.0
BIRC6-AS2	0.13804
AL133243.4	0.00522643
TTC27	2.78171
MIR4765	0.0
LINC00486	0.292993
AL121656.5	0.456242
Y_RNA	0.0
LTBP1	2.87684
AL133244.1	0.0
RNA5SP91	0.0
RNA5SP92	0.0
MIR4430	0.0
RASGRP3	13.9362
AC020594.5	1.38044
FAM98A	22.9927
ATP6V0E1P3	0.0
HNRNPA1P61	0.0
LINC01317	0.0
MYADML	0.0
SLC25A5P2	0.0
LINC01318	0.0
AC073218.1	0.0
LINC01320	0.0
RP11-529E15.1	0.0
AC073218.3	0.0
AC012593.1	0.280257
RN7SL602P	0.0
AC019064.1	0.0
AC013442.1	0.0
MIR548AD	0.0
RNU6-1117P	0.0
AC083939.1	0.0
MRPL50P1	0.121472
AC009414.1	0.0
RP11-490M8.1	10.6106
CRIM1	10.0822
RP11-78I14.1	0.0
FEZ2	29.9753
RP11-294L11.1	0.0
VIT	0.16149
RP11-288C18.1	1.63207
STRN	9.38084
RNU6-577P	0.0
HEATR5B	5.77149
GPATCH11	8.98224
EIF2AK2	7.68856
AC007899.3	0.0
SULT6B1	0.0
AC007390.4	0.0
CEBPZOS	16.7002
CEBPZ	9.35605
RP11-423P10.2	0.330848
NDUFAF7	7.52756
PRKD3	5.52007
AC007391.2	0.0
RNU6-939P	0.0
QPCT	5.06683
RNU6-1116P	0.0
AC006369.2	0.0
CDC42EP3	1.39711
AC006369.3	0.0
AC010878.3	0.0
LINC00211	0.0
RMDN2	0.817158
RMDN2-AS1	0.0160392
CYP1B1	2.1602
CYP1B1-AS1	0.0502577
RP11-314C9.1	0.0
AC009229.6	0.0
RNU6-951P	0.0
RP11-314C9.2	0.0
AC009229.5	0.0
RPL7P12	0.0
GAPDHP25	0.0
ATL2	6.25432
AC016995.3	0.0473466
LINC01883	0.0
RPLP0P6	2.35083
RP11-541E12.1	0.0
HNRNPLL	5.8589
AC011247.3	0.0930322
GALM	3.01573
AC074366.3	0.0
SRSF7	27.5144
GEMIN6	2.45913
TTC39DP	0.0
AC018693.5	0.0
DHX57	4.22602
ASS1P2	0.0825219
AC018693.6	0.0
MORN2	33.9562
RNU6-851P	0.0
ARHGEF33	0.753946
RN7SL96P	0.0
RP11-173C1.1	0.890107
SOS1	7.10707
SOS1-IT1	1.81774
RNU6-198P	0.0
HSPE1P13	0.0
Y_RNA	0.0
CDKL4	0.0693888
MAP4K3	7.14673
SNORA67	0.0
RP11-449G16.1	0.698999
AC007246.3	1.36488
TMEM178A	30.7784
THUMPD2	4.81615
SLC8A1-AS1	0.0244913
AC007253.1	0.0
SLC8A1	1.87146
LINC01794	0.0
HNRNPA1P57	0.0
LDHAP3	0.0434184
AC009413.2	0.0508412
Y_RNA	0.0
RNU4-63P	0.0
LINC01913	0.0
LINC01914	0.0468052
C2ORF91	0.0225674
AC013480.2	0.0
PKDCC	4.92892
AC083949.1	0.0647061
EML4	5.22365
COX7A2L	23.3524
SNORD75	0.0
KCNG3	0.103026
VDAC1P13	0.0
AC025750.5	0.0
MTA3	9.06078
METAZOA_SRP	0.0
AC025750.7	0.0
AC074375.1	0.0
RNU6-137P	0.0
OXER1	1.01671
HAAO	3.70106
FTOP1	0.586389
AC098824.6	0.0403257
AC016735.1	0.243313
LINC01819	1.55156
AC016735.3	0.0
RNU6-242P	0.0
AC093609.1	0.308234
ZFP36L2	32.2653
LINC01126	0.266736
AC010883.5	1.1654
THADA	1.74224
RNU6-958P	0.0
RN7SL531P	0.0
Y_RNA	0.0
PLEKHH2	3.14505
C1GALT1C1L	1.0055
AC011242.5	0.0
RN7SKP66	0.0
DYNC2LI1	5.59879
ABCG5	0.0963673
ABCG8	0.101695
LRPPRC	18.4769
RNU6-1048P	0.0
RN7SL455P	0.0
AC019129.1	0.0
RNU6-566P	0.0
PDSS1P2	0.0
RP11-559M23.1	0.101774
PPM1B	21.4662
RPL12P19	0.0503269
SLC3A1	0.136021
PREPL	38.6513
CAMKMT	2.9476
LINC01833	0.0936496
RP11-89K21.2	0.0
SIX3OS1_1	0.0
SIX3OS1_2	0.0
SIX3OS1_4	0.0
SIX3OS1_5	0.0
SIX3OS1_7	0.0
SIX3-AS1	0.424935
SIX3	0.835483
AC012354.6	0.0322928
AC012354.8	0.051243
SIX2	0.081784
AC093702.1	0.0675702
LINC01121	0.0
AC009236.2	0.0
SRBD1	1.84241
RN7SL414P	0.0
PRKCE	1.85031
U51244.2	0.0
AC017078.1	0.0
AC017006.2	0.0
AC017006.3	0.0
AC016696.1	0.0
METAZOA_SRP	0.0
EPAS1	50.4415
LINC01820	0.0
TMEM247	0.0
RN7SL817P	0.0
ATP6V1E2	2.07031
RP11-417F21.2	0.0
RHOQ	54.7213
RP11-417F21.1	0.21339
PIGF	3.19024
CRIPT	17.851
RP11-536C12.1	0.305655
SOCS5	6.32745
RP11-333I13.1	0.33315
LINC01118	0.0254668
LINC01119	0.36789
AC016722.3	0.0
AC016722.4	0.232539
MCFD2	22.3362
TTC7A	9.42044
RP11-15I20.1	0.148593
AC093732.1	0.0
C2ORF61	0.024462
AC073283.7	0.0428888
C2ORF61	0.0
CALM2	801.514
AC073283.4	0.633483
AC106869.2	0.0574782
BCYRN1	196.824
EPCAM	2.64359
RN7SKP119	0.0
MIR559	0.0
METAZOA_SRP	0.0
MSH2	6.21899
KCNK12	1.75116
HCG2040054	0.168687
AC079250.1	0.557785
MSH6	4.61124
AC006509.4	0.0
AC006509.7	0.0239557
U6	0.0
FBXO11	8.65661
RPL36AP15	0.0
RPS27AP7	0.0
AC079807.2	1.93262
AC079807.1	0.0
AC079807.4	0.0140824
RP11-429P7.1	0.0
RN7SKP224	0.0
FOXN2	6.91459
RNU4-49P	0.0
RP11-191L17.1	2.26066
PPP1R21	15.7278
RNU6-282P	0.0
STON1	3.6531
GTF2A1L	0.292803
TPT1P11	0.0
LHCGR	0.0713973
STON1-GTF2A1L	0.143383
ELOBP3	0.0
RP11-460M2.1	0.0140975
CTBP2P5	0.0
FSHR	0.0
MIR548BA	0.0
RP11-152D8.1	0.0
RNU6-439P	0.0
RP11-443F4.1	0.0
RPL7P13	0.0
SNORA75	0.0
NRXN1	2.94245
MTCO1P42	0.0
RP11-358H12.1	0.0
MIR8485	0.0
AC007560.1	0.0640839
AC007682.1	0.0074706
KNOP1P3	0.0
CRYGGP	0.0
AC097463.2	0.0
AC097463.1	0.0
ZNF863P	0.0
Y_RNA	0.0
LINC01867	0.0
AC139712.1	0.0
AC139712.4	0.0
AC139712.2	0.0
FTH1P6	0.0
MIR4431	0.0
AC010967.2	0.0
AC010967.3	0.0
AC010967.1	0.0
SCARNA16	0.0
AC069157.1	0.0
ASB3	7.84218
RNU6-997P	0.0
CHAC2	1.77637
ERLEC1	25.5522
MIR3682	1.36934
GPR75	2.71765
PSME4	7.76755
ACYP2	18.948
AC008280.1	0.0
HMGB1P31	0.780849
RP11-477N3.1	0.837049
RNU7-172P	0.0
TSPYL6	0.0580057
C2ORF73	0.479013
SPTBN1	107.199
AC092839.3	0.0
RPL23AP32	0.637311
AC092839.4	0.0
AC093110.3	4.57272
EML6	1.65533
AC104781.1	0.0
RNU7-81P	0.0
RTN4	168.051
RNU6-433P	0.0
CLHC1	1.51924
AC012358.7	0.0720225
AC012358.4	0.84303
RPS27A	527.985
MTIF2	11.3644
PRORSD1P	0.888365
Y_RNA	0.0
CCDC88A	16.403
AC012358.8	0.17114
BTF3P5	0.0
RNU6-775P	0.0
RNU6-221P	0.0
RNU6-634P	0.0
CFAP36	25.9653
PPP4R3B	11.541
SNORA12	0.0991348
RP11-554J4.1	0.342501
PNPT1	12.3311
EFEMP1	43.7424
RN7SKP208	0.0
RP11-481J13.1	0.199189
MIR217HG	0.0
MIR217	0.0
MIR216A	0.0
MIR216B	0.0
LINC01813	0.0
AC007743.1	1.50363
CCDC85A	7.04459
RNA5SP93	0.0
AC008173.1	0.0
RP11-443I9.1	0.0
RP11-127H13.1	0.0
SNORD78	0.0
ACTG1P22	0.0
VRK2	3.5385
