gene_symbol	ensp_id	proximity	sn_tpm
RBBP8	9606.ENSP00000382628	2.074285204542792	3.42846
DCLRE1A	9606.ENSP00000355185	2.074285204542792	2.91239
GTF2H1	9606.ENSP00000265963	2.074285204542792	6.73935
IRF7	9606.ENSP00000380697	2.0742961479815127	7.63168
PTPRJ	9606.ENSP00000400010	2.074412285679891	6.19722
MAP3K3	9606.ENSP00000354927	2.074461220802684	7.56197
MAD2L1BP	9606.ENSP00000410818	2.0745438422056806	6.42148
FIP1L1	9606.ENSP00000336752	2.074644170024027	14.843
STX6	9606.ENSP00000258301	2.074688796680498	9.12538
TAF5	9606.ENSP00000358854	2.074691029221076	1.9045
GRIA2	9606.ENSP00000296526	2.07469772687164	15.5787
RAB3IP	9606.ENSP00000447300	2.074742351202576	7.92154
BTK	9606.ENSP00000483570	2.0747446116364334	1.85222
PIK3R3	9606.ENSP00000262741	2.0747446116364334	8.49927
CYFIP2	9606.ENSP00000444645	2.0747981968195752	23.215
PSMD9	9606.ENSP00000440485	2.0748203882816725	11.707
ATPAF1	9606.ENSP00000460964	2.0748696480362456	38.8497
WBP11	9606.ENSP00000261167	2.074952133037885	18.5292
P4HB	9606.ENSP00000327801	2.0749653814065896	42.6132
POLR2B	9606.ENSP00000370625	2.0749653814065896	15.329
KIF1A	9606.ENSP00000438388	2.075010332001653	155.949
RNF146	9606.ENSP00000357297	2.0751264664729305	30.9614
SMU1	9606.ENSP00000380336	2.0751798166440394	11.1021
APLNR	9606.ENSP00000475344	2.0752604839404114	29.2365
NDUFS7	9606.ENSP00000233627	2.0753003752538985	41.6328
GNA13	9606.ENSP00000400717	2.075554933881363	15.3657
ANAPC15	9606.ENSP00000439403	2.075554933881363	8.60527
ZRSR2	9606.ENSP00000303015	2.075765997509512	14.4797
ARL1	9606.ENSP00000261636	2.075765997509512	18.0218
TCTEX1D2	9606.ENSP00000324323	2.075770469552853	10.4447
RFWD2	9606.ENSP00000356641	2.0757928300586004	8.22003
DDX20	9606.ENSP00000358716	2.0760850721084214	1.82394
GABBR1	9606.ENSP00000366233	2.0761178640847753	77.0842
LUC7L2	9606.ENSP00000440222	2.0761990911244643	34.5302
STXBP3	9606.ENSP00000359025	2.0761990911244643	19.1426
SDCCAG8	9606.ENSP00000355499	2.076269818205302	6.45075
NDUFS2	9606.ENSP00000356972	2.0763175947454515	42.7727
FAN1	9606.ENSP00000354497	2.0765680619954656	6.44284
TRIM33	9606.ENSP00000351250	2.0765680619954656	5.80892
SLX4	9606.ENSP00000294008	2.0765680619954656	2.07896
CCNA1	9606.ENSP00000255465	2.0765680619954656	1.60478
POLR2L	9606.ENSP00000324124	2.0765680619954656	77.9947
HDAC4	9606.ENSP00000264606	2.0765680619954656	4.24
DOCK1	9606.ENSP00000280333	2.0766160318637175	32.3447
PLEKHA7	9606.ENSP00000347883	2.076700028866992	2.88117
FH	9606.ENSP00000355518	2.076700028866992	34.6444
TNFRSF1B	9606.ENSP00000365435	2.0767055496641924	11.3198
IL32	9606.ENSP00000432218	2.0767055496641924	4.07304
BCL10	9606.ENSP00000359612	2.0768454378412886	2.68187
LIMA1	9606.ENSP00000378400	2.0768454378412886	9.16896
TRIM23	9606.ENSP00000231524	2.076852156378556	7.83948
DUSP6	9606.ENSP00000279488	2.076852156378556	9.02792
LRIG1	9606.ENSP00000273261	2.0768633540372674	25.9774
DNAJC8	9606.ENSP00000263697	2.076898039071981	50.2915
RBM42	9606.ENSP00000262633	2.076898039071981	44.0179
SPRY2	9606.ENSP00000366306	2.076898039071981	20.9453
RNF125	9606.ENSP00000217740	2.0768991873565796	2.69967
BRK1	9606.ENSP00000432472	2.0769238234808856	120.452
IFT122	9606.ENSP00000296266	2.0769238234808856	6.0946
PRMT3	9606.ENSP00000331879	2.076977437647586	7.40138
PPP2R5A	9606.ENSP00000261461	2.077001013171226	29.8651
BCORL1	9606.ENSP00000437775	2.0770671725249095	1.58083
TYROBP	9606.ENSP00000262629	2.077108475292434	45.5307
CLEC7A	9606.ENSP00000302569	2.077108475292434	4.21401
AP4S1	9606.ENSP00000216366	2.077122883149987	2.62062
U2AF1L4	9606.ENSP00000292879	2.077122883149987	14.5428
GGA2	9606.ENSP00000311962	2.0772728252203327	10.2466
FBN1	9606.ENSP00000325527	2.0772728252203327	2.48377
ZNRF3	9606.ENSP00000443824	2.077336869225877	2.38119
COA6	9606.ENSP00000355572	2.077336869225877	13.2786
POLR2C	9606.ENSP00000219252	2.077336869225877	27.1255
RNF103	9606.ENSP00000237455	2.077336869225877	19.0234
IRAK3	9606.ENSP00000261233	2.077416668734016	1.89738
MAGED1	9606.ENSP00000364847	2.0776519727985088	31.9339
UBAP1	9606.ENSP00000297661	2.077713156981095	38.6882
DLK1	9606.ENSP00000340292	2.077713156981095	2.6888
ASXL2	9606.ENSP00000383920	2.077713156981095	2.78699
TNFSF13B	9606.ENSP00000365048	2.077831287867019	1.75071
TGFB3	9606.ENSP00000238682	2.077847578504252	26.4303
CHCHD7	9606.ENSP00000306425	2.0779226386703025	14.6317
USP49	9606.ENSP00000377797	2.0779276825064597	2.01133
GORASP2	9606.ENSP00000234160	2.0779276825064597	18.9795
ELAVL2	9606.ENSP00000380479	2.07793609671848	9.41829
VPS16	9606.ENSP00000369810	2.0779899306545073	13.8682
ACTR3B	9606.ENSP00000256001	2.078016848668558	10.373
CNIH1	9606.ENSP00000216416	2.078016848668558	15.4262
SMO	9606.ENSP00000249373	2.078016848668558	5.38395
WDR35	9606.ENSP00000314444	2.078016848668558	3.5097
SEC23A	9606.ENSP00000306881	2.078016848668558	6.88375
CENPC	9606.ENSP00000273853	2.0780482538997136	2.86462
SDHA	9606.ENSP00000264932	2.0780482538997136	57.4437
SDC2	9606.ENSP00000307046	2.078124527698971	20.0464
MRPL36	9606.ENSP00000423399	2.078124527698971	13.8785
N6AMT1	9606.ENSP00000303584	2.078133952241763	4.84653
ZMAT2	9606.ENSP00000274712	2.078243830011308	57.7146
SSRP1	9606.ENSP00000278412	2.078358204928709	31.2047
GEMIN5	9606.ENSP00000285873	2.078358204928709	4.04423
SUPT16H	9606.ENSP00000216297	2.078358204928709	17.1385
DNAJC1	9606.ENSP00000366179	2.078430272816893	9.69637
ADORA1	9606.ENSP00000356205	2.078430272816893	31.0042
FAM20C	9606.ENSP00000322323	2.078430272816893	19.5055
USP34	9606.ENSP00000381577	2.0784770784770785	8.50563
NPC1	9606.ENSP00000269228	2.078587207897553	12.9396
SMC5	9606.ENSP00000354957	2.0786092214663645	5.02874
GAB1	9606.ENSP00000262995	2.078690025743361	9.79663
PTPN2	9606.ENSP00000311857	2.078690025743361	3.49906
EDNRB	9606.ENSP00000366416	2.07877532596277	31.211
E2F1	9606.ENSP00000345571	2.078860706618354	6.50794
NOD1	9606.ENSP00000222823	2.078959418712147	1.55546
GRIA3	9606.ENSP00000481554	2.079002079002079	12.6684
CLK1	9606.ENSP00000394734	2.0790043254960056	73.9659
MAP3K11	9606.ENSP00000309597	2.0790043254960056	23.1402
GAD2	9606.ENSP00000365437	2.079058242806772	3.20382
JAK2	9606.ENSP00000371067	2.079112162914215	2.9434
CENPT	9606.ENSP00000457810	2.079112162914215	14.7009
IFT27	9606.ENSP00000393541	2.079112162914215	13.7367
ZFP36	9606.ENSP00000469647	2.079112162914215	48.3215
VAV3	9606.ENSP00000359073	2.07916150926604	1.90716
SPAG5	9606.ENSP00000323300	2.079226752429367	2.38095
CCNC	9606.ENSP00000428982	2.0792739400187825	8.27783
CCNE2	9606.ENSP00000429089	2.079325624121906	2.63488
CCS	9606.ENSP00000436318	2.079498414179911	22.5706
NEK9	9606.ENSP00000238616	2.079577339956852	13.7333
SST	9606.ENSP00000287641	2.079590214912584	7.6306
TAC1	9606.ENSP00000321106	2.079590214912584	12.9675
TGS1	9606.ENSP00000260129	2.0796197266785503	2.98952
NUDT19	9606.ENSP00000380251	2.0796197266785503	3.76613
NUDT7	9606.ENSP00000268533	2.0796197266785503	2.27858
EZR	9606.ENSP00000356042	2.0797301971636113	45.7193
RAPGEF1	9606.ENSP00000361263	2.0797301971636113	19.6047
KIT	9606.ENSP00000288135	2.0797455471837543	2.08625
PC	9606.ENSP00000377532	2.0797455471837543	29.7859
NINL	9606.ENSP00000278886	2.0797496525651864	5.66485
DLL3	9606.ENSP00000205143	2.0800107188084835	4.47772
SMAD1	9606.ENSP00000426568	2.0800107188084835	2.93981
SPOP	9606.ENSP00000377001	2.080088265835929	15.1057
VPS41	9606.ENSP00000309457	2.0801287667854385	15.9957
MAGI1	9606.ENSP00000385450	2.0801500733725664	5.12547
AP4M1	9606.ENSP00000352603	2.0801500733725664	4.83523
S100A13	9606.ENSP00000357688	2.0801512679944443	95.699
TAF10	9606.ENSP00000299424	2.080191152700518	58.2595
CSK	9606.ENSP00000220003	2.0802097734161524	17.6645
PDGFRB	9606.ENSP00000261799	2.0802097734161524	14.891
TUFM	9606.ENSP00000322439	2.0802457783883774	94.1503
FAM109A	9606.ENSP00000354461	2.0802939428324416	3.65281
CD22	9606.ENSP00000085219	2.08040708506205	21.7809
CDK4	9606.ENSP00000257904	2.080434824942715	16.5596
ATP2A2	9606.ENSP00000440045	2.080434824942715	39.403
PPP2R1B	9606.ENSP00000311344	2.080434824942715	5.76959
USP6NL	9606.ENSP00000277575	2.0805218173639224	2.09894
IL1B	9606.ENSP00000263341	2.0805563730157353	1.11203
CEP135	9606.ENSP00000257287	2.0805952339777956	1.09544
DAB2IP	9606.ENSP00000259371	2.0806239058601532	13.7212
GPKOW	9606.ENSP00000156109	2.0806410623813827	25.8909
INTS6	9606.ENSP00000310260	2.0806410623813827	1.26036
C4A	9606.ENSP00000396688	2.0807526595802175	1.96336
CXCL16	9606.ENSP00000293778	2.0807526595802175	15.1133
CNR1	9606.ENSP00000358513	2.0807526595802175	1.43294
NFKBIB	9606.ENSP00000312988	2.0807648216641796	24.2833
LINGO1	9606.ENSP00000347451	2.080772493551012	14.0498
CALM3	9606.ENSP00000291295	2.080772493551012	254.962
AHI1	9606.ENSP00000356774	2.0809146079124483	6.80169
SEPT2	9606.ENSP00000479861	2.0809146079124483	104.479
NHLRC1	9606.ENSP00000345464	2.08102588951959	2.17971
TAF9B	9606.ENSP00000339917	2.081163201486669	17.3376
USP45	9606.ENSP00000333376	2.081163201486669	2.24167
PEX6	9606.ENSP00000303511	2.0811654526534857	15.3761
GRIA4	9606.ENSP00000282499	2.0811677061677063	9.14263
POLR2G	9606.ENSP00000301788	2.0811744667396486	36.4561
VAV2	9606.ENSP00000360916	2.0812228889062054	8.49882
POLR2F	9606.ENSP00000403852	2.0812228889062054	9.93201
TBCB	9606.ENSP00000221855	2.0812465822401016	110.736
ARHGDIB	9606.ENSP00000228945	2.081275880589774	29.602
KIFC3	9606.ENSP00000368976	2.081305034508124	9.52025
WDR24	9606.ENSP00000293883	2.081305034508124	5.92384
TMEM129	9606.ENSP00000372394	2.081348003118773	32.4029
NDUFS4	9606.ENSP00000296684	2.081434642086327	53.7663
WBP4	9606.ENSP00000368801	2.081434642086327	15.2726
NDUFA12	9606.ENSP00000330737	2.081434642086327	36.9916
RIN1	9606.ENSP00000310406	2.0815472943132516	1.34375
SLC2A4	9606.ENSP00000320935	2.0816022711535798	1.93054
EHD2	9606.ENSP00000263277	2.0816022711535798	12.479
TLR2	9606.ENSP00000260010	2.081607234722335	3.44724
CETN2	9606.ENSP00000359300	2.0817576786454293	46.7503
SHB	9606.ENSP00000366936	2.0818169214238678	6.9844
FRS2	9606.ENSP00000447241	2.0818169214238678	6.40927
GNAI3	9606.ENSP00000358867	2.081917614927479	2.37128
NTS	9606.ENSP00000256010	2.081917614927479	1.63475
ECT2	9606.ENSP00000376457	2.081917614927479	1.69663
B2M	9606.ENSP00000452780	2.081917614927479	420.381
IDH3A	9606.ENSP00000299518	2.081917614927479	10.6578
TIMP1	9606.ENSP00000218388	2.081917614927479	27.9954
HAUS1	9606.ENSP00000282058	2.0820820820820822	5.06352
PEX2	9606.ENSP00000349543	2.0822493929934094	10.1694
SP3	9606.ENSP00000310301	2.0822539070714257	7.11985
SET	9606.ENSP00000361777	2.0822539070714257	78.3012
ACTN2	9606.ENSP00000443495	2.0822539070714257	14.9265
ITGA6	9606.ENSP00000386896	2.0822764777550873	11.9043
NTSR1	9606.ENSP00000359532	2.0822764777550873	2.57449
VPS11	9606.ENSP00000481126	2.0822764777550873	20.128
BAIAP2L1	9606.ENSP00000005260	2.0822764777550873	1.03909
FERMT2	9606.ENSP00000342858	2.0822945346543236	20.4047
NPRL3	9606.ENSP00000483814	2.0823181626222267	17.1259
WDR59	9606.ENSP00000262144	2.0823181626222267	9.36981
TLE2	9606.ENSP00000466542	2.0823181626222267	13.7474
SZT2	9606.ENSP00000457168	2.0823181626222267	4.27476
OTUD5	9606.ENSP00000156084	2.0823181626222267	31.8545
IFIH1	9606.ENSP00000263642	2.0823757945765005	3.01614
STX18	9606.ENSP00000305810	2.0824119121332743	16.3821
KAT5	9606.ENSP00000340330	2.0824624821046838	14.2815
SOX3	9606.ENSP00000359567	2.0824624821046838	1.15363
AES	9606.ENSP00000221561	2.0824624821046838	193.283
NDUFB7	9606.ENSP00000215565	2.0824642855208055	233.514
NLRP1	9606.ENSP00000478516	2.082497696352106	25.8251
GPX1	9606.ENSP00000407375	2.0825748513375286	132.651
CDK6	9606.ENSP00000265734	2.082660254255847	3.00091
MRPS10	9606.ENSP00000053468	2.0826899425147234	16.2129
TUBG2	9606.ENSP00000251412	2.0826899425147234	73.0153
STOML2	9606.ENSP00000348886	2.0828095605510235	32.6353
NUP50	9606.ENSP00000345895	2.082933707004271	6.09996
TRIO	9606.ENSP00000339299	2.082933707004271	6.4007
CDC14A	9606.ENSP00000354916	2.082933707004271	1.51318
NFKB1	9606.ENSP00000226574	2.0830623834915682	4.54266
C18ORF32	9606.ENSP00000464411	2.0830623834915682	49.1132
ARHGEF25	9606.ENSP00000335560	2.0830850890971133	14.686
PPIL6	9606.ENSP00000392257	2.0830850890971133	1.59164
SERPINA1	9606.ENSP00000416066	2.0830850890971133	2.78148
VWF	9606.ENSP00000261405	2.0830850890971133	15.267
NCOA4	9606.ENSP00000463027	2.0830850890971133	42.0264
MITF	9606.ENSP00000295600	2.0831955916893286	2.79128
VTI1A	9606.ENSP00000376792	2.0832520832520833	2.00524
SENP8	9606.ENSP00000340505	2.0832520832520833	1.24205
POLK	9606.ENSP00000241436	2.083333333333333	4.0521
CHD3	9606.ENSP00000369716	2.08334237561795	15.1646
WASF3	9606.ENSP00000335055	2.0833536785841007	45.4433
CPSF4	9606.ENSP00000292476	2.0834147167207053	15.2945
KALRN	9606.ENSP00000240874	2.083444106728765	2.15972
EPHA4	9606.ENSP00000281821	2.0835164548967517	1.87953
SEC16A	9606.ENSP00000325827	2.0835164548967517	8.27601
DCC	9606.ENSP00000389140	2.0835164548967517	1.05446
TTC30B	9606.ENSP00000386181	2.0835164548967517	1.14549
RING1	9606.ENSP00000363787	2.0835594139989144	37.68
VPS45	9606.ENSP00000358126	2.0836044947720076	18.1319
RIN2	9606.ENSP00000255006	2.0836044947720076	11.242
PPARD	9606.ENSP00000310928	2.0836224242003745	22.5071
WDTC1	9606.ENSP00000317971	2.0836589050372454	23.1139
KIF21B	9606.ENSP00000411831	2.0836589050372454	6.75262
TLR7	9606.ENSP00000370034	2.0837154382693877	1.21016
CHMP1B	9606.ENSP00000432279	2.0837154382693877	19.5986
TFIP11	9606.ENSP00000384421	2.0837174995390004	6.81183
PPP2CB	9606.ENSP00000221138	2.0837174995390004	116.894
PIKFYVE	9606.ENSP00000264380	2.0837764976058275	5.83398
PRKAR2B	9606.ENSP00000265717	2.0838350375003527	11.5744
BLM	9606.ENSP00000347232	2.0838420838420837	2.34983
BEX1	9606.ENSP00000361813	2.0839121978327313	173.061
TCTE3	9606.ENSP00000355736	2.0839121978327313	2.41529
TRAK1	9606.ENSP00000328998	2.0840837191944	10.1875
NUP88	9606.ENSP00000458954	2.0840837191944	5.9564
LDHA	9606.ENSP00000445175	2.0841497157632274	72.6427
SPCS1	9606.ENSP00000478310	2.0842148661697535	76.2936
SCNN1D	9606.ENSP00000368411	2.0842148661697535	7.04286
GNAI1	9606.ENSP00000343027	2.0842550902671144	27.0526
GNA11	9606.ENSP00000078429	2.0842550902671144	24.7587
TTBK2	9606.ENSP00000267890	2.0842550902671144	6.21817
POMC	9606.ENSP00000384092	2.0842550902671144	4.901
CEP164	9606.ENSP00000278935	2.0844246196358873	7.13889
ARPC5L	9606.ENSP00000345361	2.0844246196358873	17.6956
STXBP1	9606.ENSP00000362399	2.084428019923658	29.7649
TAF13	9606.ENSP00000355051	2.084446703771773	43.2674
TAF4	9606.ENSP00000252996	2.084446703771773	3.36487
RGP1	9606.ENSP00000367318	2.0844648171884166	5.57754
DUSP7	9606.ENSP00000417183	2.0844907809298934	8.67022
COX4I1	9606.ENSP00000457513	2.0845298570902786	254.561
CSNK2A2	9606.ENSP00000262506	2.0845298570902786	9.44665
TBCE	9606.ENSP00000439170	2.084546331459161	11.2811
TMEM11	9606.ENSP00000319992	2.0846362309776945	7.20305
VPS37B	9606.ENSP00000267202	2.0847727934434492	7.79669
TRA2A	9606.ENSP00000297071	2.0847727934434492	37.6268
POLR2I	9606.ENSP00000221859	2.0847727934434492	85.7675
PARD6A	9606.ENSP00000219255	2.0847848688680086	14.6207
MDH1	9606.ENSP00000438144	2.0848625945246297	92.1001
TUBGCP5	9606.ENSP00000480316	2.0850971453381093	4.16741
GTF2E1	9606.ENSP00000283875	2.0852362018725854	3.71545
STX10	9606.ENSP00000466298	2.085260109332326	23.2933
TCEA1	9606.ENSP00000428426	2.0853698273053114	22.4047
PDGFB	9606.ENSP00000330382	2.085427626650918	7.27806
C5AR1	9606.ENSP00000347197	2.085427626650918	2.0627
VWA1	9606.ENSP00000417185	2.085427626650918	19.9051
ANXA1	9606.ENSP00000366109	2.085427626650918	6.66919
AHCTF1	9606.ENSP00000355465	2.085427626650918	4.09407
SSTR1	9606.ENSP00000267377	2.085427626650918	4.57698
CSF1	9606.ENSP00000327513	2.085427626650918	11.2318
ADORA3	9606.ENSP00000358730	2.085427626650918	5.74811
MAP2K2	9606.ENSP00000262948	2.0855080004214464	60.8512
PEX13	9606.ENSP00000295030	2.085514805741581	3.27963
CENPO	9606.ENSP00000370214	2.0855420180174304	3.86463
EXOSC5	9606.ENSP00000221233	2.0855624276903537	13.7956
MYOF	9606.ENSP00000352208	2.0855873733886447	3.45165
LTF	9606.ENSP00000231751	2.085616855437827	1.07902
NF1	9606.ENSP00000351015	2.085650723025584	5.69415
NRXN2	9606.ENSP00000265459	2.0856508742226385	26.37
NRXN3	9606.ENSP00000451648	2.0856508742226385	4.38927
STMN4	9606.ENSP00000342538	2.0856508742226385	60.0041
STAT6	9606.ENSP00000300134	2.0856894301870375	9.51132
SAR1B	9606.ENSP00000385432	2.0857325238342246	13.3444
PPP2R5E	9606.ENSP00000337641	2.0857788791791663	6.22082
POLR2E	9606.ENSP00000478303	2.0857788791791663	58.1588
ATXN7	9606.ENSP00000439585	2.085797996982111	3.14828
GRK6	9606.ENSP00000433511	2.085832326486047	9.72245
NCAPG2	9606.ENSP00000387007	2.0858890367934295	1.44108
KIF19	9606.ENSP00000374566	2.0858890367934295	6.89991
H2AFV	9606.ENSP00000308405	2.0859498242152696	52.7064
IDH3B	9606.ENSP00000370223	2.0859498242152696	46.7611
MMP2	9606.ENSP00000219070	2.0860160790728433	2.09095
DUSP5	9606.ENSP00000358596	2.0865272749018713	4.50122
RBP4	9606.ENSP00000360522	2.086602706497594	4.58786
MFGE8	9606.ENSP00000268150	2.086602706497594	15.7596
HCLS1	9606.ENSP00000320176	2.0866038509699223	8.41175
DUSP9	9606.ENSP00000345853	2.0866078309292533	1.07622
TOB2	9606.ENSP00000331305	2.0866078309292533	21.403
JUNB	9606.ENSP00000303315	2.0866078309292533	56.838
MBD1	9606.ENSP00000468785	2.086621458349207	13.026
CHCHD5	9606.ENSP00000325655	2.086621458349207	4.96524
NPM1	9606.ENSP00000296930	2.086621458349207	105.448
CLSTN1	9606.ENSP00000366513	2.086621458349207	67.724
DIS3	9606.ENSP00000366997	2.08666234167708	3.94128
SNAI3	9606.ENSP00000327968	2.08666234167708	1.55656
FMR1	9606.ENSP00000359506	2.0867773310770055	14.9118
SCFD1	9606.ENSP00000390783	2.0867773310770055	11.8747
IQCB1	9606.ENSP00000311505	2.0867773310770055	8.54067
POLR2H	9606.ENSP00000415536	2.086812714542952	14.8114
MRPL4	9606.ENSP00000253099	2.086812714542952	15.9783
MRPL3	9606.ENSP00000264995	2.086812714542952	26.8235
NRP1	9606.ENSP00000265371	2.086844064741153	1.68495
HSPB11	9606.ENSP00000194214	2.086844064741153	5.5606
VPS37A	9606.ENSP00000318629	2.0868940441328556	8.4437
RBM5	9606.ENSP00000343054	2.0869239741647956	32.5925
EPAS1	9606.ENSP00000263734	2.0869629523293725	50.4415
CALM2	9606.ENSP00000272298	2.0870712630863832	801.514
RAP1A	9606.ENSP00000358723	2.087117298384904	24.077
TRAPPC4	9606.ENSP00000436005	2.087117298384904	20.7182
SLIT1	9606.ENSP00000266058	2.087117298384904	3.42392
AP3M2	9606.ENSP00000428787	2.0871601563520183	12.1259
POLR2J	9606.ENSP00000292614	2.0871601563520183	40.2905
MTPN	9606.ENSP00000376800	2.0873712406629066	41.8216
CEP70	9606.ENSP00000264982	2.0874396828919144	6.24597
TRMT112	9606.ENSP00000438349	2.087457613830142	63.0994
MFAP1	9606.ENSP00000267812	2.0875485406761607	15.2928
WTAP	9606.ENSP00000351141	2.0875486106047036	16.3164
PTPRZ1	9606.ENSP00000377047	2.0875486106047036	40.3635
UQCRHL	9606.ENSP00000485401	2.0876440223901724	4.57082
GADD45A	9606.ENSP00000360025	2.0877031451749106	16.9476
XRCC6	9606.ENSP00000352257	2.087719068851144	67.6639
SMNDC1	9606.ENSP00000358616	2.0877440602211244	6.22944
CFD	9606.ENSP00000332139	2.0877803380920366	3.51841
SERPINE1	9606.ENSP00000223095	2.0877803380920366	1.71487
TGFA	9606.ENSP00000295400	2.0877803380920366	8.20534
CEP250	9606.ENSP00000380661	2.0877803380920366	3.93176
DRD4	9606.ENSP00000176183	2.0877803380920366	1.41779
TNC	9606.ENSP00000265131	2.0877803380920366	5.76137
DCAF10	9606.ENSP00000366953	2.0878282663179686	3.38222
GAD1	9606.ENSP00000350928	2.087866943160111	7.21163
STK24	9606.ENSP00000365730	2.087910171914775	3.95104
USP18	9606.ENSP00000215794	2.0879575227401315	1.59588
CFH	9606.ENSP00000356399	2.0879575227401315	10.1957
STX17	9606.ENSP00000259400	2.0879575227401315	5.17339
LAT2	9606.ENSP00000420494	2.087957953147357	5.83032
TRAF3IP1	9606.ENSP00000362424	2.087957953147357	9.40772
DHX33	9606.ENSP00000225296	2.088071523802055	4.27937
HDAC9	9606.ENSP00000408617	2.0881304264990064	1.82756
RBL2	9606.ENSP00000262133	2.0881304264990064	13.6386
PRKCQ	9606.ENSP00000263125	2.0882651704399304	4.54752
ROBO1	9606.ENSP00000420321	2.088287299554905	7.02328
TBC1D20	9606.ENSP00000346139	2.088448744263027	15.8726
MAP2K6	9606.ENSP00000468348	2.088504179733443	1.63053
NDUFV2	9606.ENSP00000327268	2.0886863187775733	42.1831
NDUFB9	9606.ENSP00000276689	2.0886863187775733	146.86
NDUFA10	9606.ENSP00000252711	2.0886863187775733	24.2476
ARHGDIG	9606.ENSP00000219409	2.0887085527003943	58.5958
CCNT1	9606.ENSP00000261900	2.0887085527003943	3.95881
MX2	9606.ENSP00000333657	2.0887842316413745	1.7851
PEX1	9606.ENSP00000248633	2.0888007556768478	6.60271
IL18	9606.ENSP00000280357	2.0888007556768478	6.25826
MRPS12	9606.ENSP00000384952	2.0888189828378705	17.0841
CACNG3	9606.ENSP00000005284	2.0888189828378705	1.89444
MCM5	9606.ENSP00000216122	2.088886708422596	4.14159
ERLIN2	9606.ENSP00000276461	2.088886708422596	6.04427
BMPR2	9606.ENSP00000363708	2.0889010089991817	8.50448
TCTEX1D1	9606.ENSP00000282670	2.0889010089991817	2.20712
SPRY1	9606.ENSP00000481675	2.0889374671387775	2.28761
CXCR4	9606.ENSP00000386884	2.0889605297551626	8.80597
CFB	9606.ENSP00000416561	2.0889605297551626	4.47059
CD46	9606.ENSP00000313875	2.0889605297551626	19.1944
RALA	9606.ENSP00000005257	2.0889784840670393	25.3924
IL1RAP	9606.ENSP00000314807	2.0890240603209786	1.57019
CARD11	9606.ENSP00000380150	2.0890240603209786	1.97996
PSME4	9606.ENSP00000384211	2.0891455972101136	7.76755
KIF17	9606.ENSP00000247986	2.0891881513030426	1.15788
MAG	9606.ENSP00000376048	2.0891881513030426	181.764
NUP54	9606.ENSP00000264883	2.089221535992184	8.0226
TRAF5	9606.ENSP00000261464	2.089221535992184	1.18282
KIF6	9606.ENSP00000287152	2.089251971424706	2.27458
ANKZF1	9606.ENSP00000321617	2.089251971424706	16.8673
HCFC1	9606.ENSP00000309555	2.0893004276690075	8.05353
ARNT2	9606.ENSP00000307479	2.0893933012850585	52.4712
FCGR1A	9606.ENSP00000358165	2.0895528902390055	3.61292
ETS1	9606.ENSP00000376436	2.0895974907380443	6.3045
NUS1	9606.ENSP00000357480	2.0896238241097027	7.27411
GTF2E2	9606.ENSP00000348168	2.0898709973680276	8.48799
CSTF2T	9606.ENSP00000332444	2.0898709973680276	11.3663
MRPL17	9606.ENSP00000288937	2.089900669663574	13.6907
SMC6	9606.ENSP00000404092	2.0899212075682665	4.19247
CFI	9606.ENSP00000378130	2.0899655488203743	4.0346
OAS1	9606.ENSP00000388001	2.0899655488203743	2.41992
RSAD2	9606.ENSP00000371471	2.0899655488203743	2.23507
GCC1	9606.ENSP00000318821	2.0899759772876174	4.09424
ERLIN1	9606.ENSP00000410964	2.090031803408225	3.56204
ACO1	9606.ENSP00000309477	2.090031803408225	6.35334
CDIPT	9606.ENSP00000219789	2.090140303670959	50.9863
MAP4K5	9606.ENSP00000013125	2.090140303670959	19.8431
PPARA	9606.ENSP00000385523	2.0901413001006324	4.56216
HTR2C	9606.ENSP00000276198	2.090143289844106	1.288
GNA15	9606.ENSP00000262958	2.090143289844106	2.16765
SSTR2	9606.ENSP00000350198	2.090143289844106	1.13157
SPARC	9606.ENSP00000231061	2.090143289844106	978.482
GRM3	9606.ENSP00000355316	2.090143289844106	15.8285
FOXA1	9606.ENSP00000250448	2.0901628167016666	1.00197
MAGEH1	9606.ENSP00000343706	2.0902498689498517	39.9775
DNAJA3	9606.ENSP00000262375	2.09025537135597	16.4171
DPYSL4	9606.ENSP00000339850	2.0903155983801147	15.7483
NPHP4	9606.ENSP00000367398	2.0903256197373845	3.09932
CEP63	9606.ENSP00000336524	2.0903256197373845	5.96034
RRM1	9606.ENSP00000300738	2.090377709627533	8.16856
FGF2	9606.ENSP00000264498	2.090472964052812	8.67905
FPGS	9606.ENSP00000362344	2.0906250477623214	10.8853
PRKAA2	9606.ENSP00000360290	2.0908709559016305	1.41979
ATPIF1	9606.ENSP00000335203	2.090961754965078	57.8765
IFIT3	9606.ENSP00000360883	2.0909725859961585	15.8675
MRPS9	9606.ENSP00000258455	2.090984610003498	18.4906
GRIN2C	9606.ENSP00000293190	2.091025750331744	8.12445
MYO9B	9606.ENSP00000471457	2.0910359527152895	21.8368
METTL3	9606.ENSP00000298717	2.0910359527152895	14.1241
NUP205	9606.ENSP00000285968	2.0910359527152895	5.01553
XPA	9606.ENSP00000364270	2.0910851781084263	15.0308
NOSTRIN	9606.ENSP00000394051	2.091121750726919	5.03778
MAN2C1	9606.ENSP00000457788	2.0911793530454847	22.9508
NFKBIE	9606.ENSP00000275015	2.091182091182091	4.1405
